City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Bowen,-20.0167,148.2333,78.89,71,100,15.21,AU,1647342865
Whyalla,-33.0333,137.5833,75.09,64,51,4.61,AU,1647342865
Antofagasta,-23.65,-70.4,61.88,84,56,3.44,CL,1647342866
Faanui,-16.4833,-151.75,81.05,74,96,10.13,PF,1647342807
Whitianga,-36.8333,175.7,64.74,75,68,10.78,NZ,1647342866
Ndola,-12.9587,28.6366,75.69,77,76,3.47,ZM,1647342867
Saurimo,-9.6608,20.3916,77.32,72,94,4.61,AO,1647342867
Mount Isa,-20.7333,139.5,82.17,54,100,8.05,AU,1647342603
Eenhana,-17.4667,16.3333,74.61,67,100,1.3,NA,1647342867
Acarí,-15.4311,-74.6158,72.46,81,26,1.77,PE,1647342867
San Lorenzo,-25.3333,-57.5333,65.34,88,0,2.3,PY,1647342868
Kruisfontein,-34.0033,24.7314,58.71,86,100,2.95,ZA,1647342868
Quatre Cocos,-20.2078,57.7625,84.09,76,62,10.29,MU,1647342868
Dunda,-8.1167,34.25,83.21,57,80,1.52,TZ,1647342868
Vallenar,-28.5708,-70.7581,66.42,66,0,1.41,CL,1647342869
Alofi,-19.0595,-169.9187,81.18,75,84,10.02,NU,1647342870
Nanganga,-10.3833,39.15,88.54,62,82,4.79,TZ,1647342870
Kieta,-6.2167,155.6333,79.65,81,50,1.74,PG,1647342870
Gizo Government Station,-8.103,156.8419,83.05,74,82,7.96,SB,1647342649
Mananjary,-21.2167,48.3333,82.18,71,90,6.78,MG,1647342871
San Javier,37.8063,-0.8374,70.57,69,100,20.71,ES,1647342871
Marolambo,-20.05,48.1167,80.01,75,97,5.1,MG,1647342871
Broken Hill,-31.95,141.4333,68.09,81,52,18.32,AU,1647342676
Olinda,-8.0089,-34.8553,80.33,89,40,0.0,BR,1647342871
Ulladulla,-35.35,150.4667,61.77,77,92,2.95,AU,1647342743
Labuhan,-6.8844,112.2051,82.51,77,93,3.29,ID,1647342872
Calvinia,-31.4707,19.776,69.91,26,0,4.07,ZA,1647342872
Springbok,-29.6643,17.8865,74.08,18,0,1.23,ZA,1647342872
Manacapuru,-3.2997,-60.6206,72.63,93,100,0.87,BR,1647342873
Christchurch,-43.5333,172.6333,58.95,82,100,4.61,NZ,1647342748
Isangel,-19.55,169.2667,81.03,84,67,8.61,VU,1647342873
Papara,-3.9839,-38.7273,79.56,85,91,2.73,BR,1647342874
Lata,40.1629,-8.3327,59.07,58,46,6.02,PT,1647342874
Hambantota,6.1241,81.1185,82.76,72,100,14.32,LK,1647342759
Valparaíso,-33.0393,-71.6273,62.47,84,100,1.14,CL,1647342874
Nortelândia,-14.4547,-56.8028,71.67,99,100,2.44,BR,1647342874
Rawson,-43.3002,-65.1023,63.86,55,11,11.45,AR,1647342875
Port-Gentil,-0.7193,8.7815,79.92,77,100,11.52,GA,1647342875
Grand Gaube,-20.0064,57.6608,84.38,76,65,4.0,MU,1647342875
Beloha,-25.1667,45.05,87.03,49,96,4.7,MG,1647342875
Mount Gambier,-37.8333,140.7667,65.3,84,58,5.82,AU,1647342876
Jacareacanga,-6.2222,-57.7528,71.29,100,100,1.12,BR,1647342877
Buin,-33.7333,-70.75,71.87,68,23,1.1,CL,1647342877
Vao,-22.6667,167.4833,80.67,80,100,14.74,NC,1647342877
Mangai,-4.05,19.5333,95.43,38,70,2.1,CD,1647342877
Madingou,-4.1536,13.55,83.35,71,96,3.13,CG,1647342877
São Pedro do Sul,-29.6206,-54.1789,64.72,94,55,5.03,BR,1647342878
Uyuni,-20.4597,-66.825,46.04,61,89,8.7,BO,1647342878
Nelson Bay,-32.7167,152.15,72.0,89,70,10.09,AU,1647342878
Serrinha,-11.6642,-39.0075,78.78,67,20,7.85,BR,1647342878
Saint-Joseph,-21.3667,55.6167,82.78,84,80,7.54,RE,1647342879
Lufilufi,-13.8745,-171.5986,76.78,77,16,13.73,WS,1647342880
Constitución,-35.3333,-72.4167,58.05,78,19,6.17,CL,1647342825
Almeirim,-1.5233,-52.5817,72.93,99,100,2.19,BR,1647342880
Te Anau,-45.4167,167.7167,49.86,93,100,3.42,NZ,1647342880
Muleba,-1.8397,31.6544,76.89,58,64,6.24,TZ,1647342881
Xique-Xique,-10.8218,-42.7263,79.27,60,35,10.98,BR,1647342881
Oriximiná,-1.7656,-55.8661,71.49,97,100,1.9,BR,1647342881
Sungai Penuh,-2.0833,101.3833,68.59,96,99,1.39,ID,1647342881
Lichinga,-13.3128,35.2406,75.29,78,75,9.22,MZ,1647342881
Victor Harbor,-35.5667,138.6167,75.61,55,2,15.66,AU,1647342882
Paramonga,-10.6667,-77.8333,72.19,79,88,7.45,PE,1647342882
Sechura,-5.5569,-80.8222,72.95,78,77,6.44,PE,1647342882
Río Gallegos,-51.6226,-69.2181,53.65,76,0,12.66,AR,1647342882
Port Lincoln,-34.7333,135.8667,73.4,61,67,5.97,AU,1647342603
Angoram,-4.0625,144.0661,76.32,87,65,3.27,PG,1647342651
Santarém,-2.4431,-54.7083,75.33,100,75,2.3,BR,1647342883
Ulundi,-28.3352,31.4162,62.42,93,100,4.79,ZA,1647342884
Samarinda,-0.5,117.15,77.38,97,89,2.39,ID,1647342804
Cap Malheureux,-19.9842,57.6142,84.47,76,69,4.0,MU,1647342884
Huarmey,-10.0681,-78.1522,72.72,78,86,6.82,PE,1647342884
De Aar,-30.6497,24.0123,67.51,41,0,1.97,ZA,1647342885
Nelspruit,-25.4745,30.9703,66.58,93,100,1.88,ZA,1647342759
Rusape,-18.5278,32.1284,85.66,32,24,7.18,ZW,1647342886
Port Moresby,-9.4431,147.1797,78.49,88,100,3.04,PG,1647342651
Castlemaine,-37.0667,144.2167,63.28,69,100,2.1,AU,1647342645
Oranjemund,-28.55,16.4333,69.08,53,0,15.37,NA,1647342886
Neuquén,-38.9516,-68.0591,55.29,82,0,2.3,AR,1647342886
Jaicós,-7.3592,-41.1378,73.89,87,99,2.51,BR,1647342887
Nova Olímpia,-14.7972,-57.2881,70.0,98,99,2.33,BR,1647342887
Caravelas,-17.7125,-39.2481,79.3,81,93,5.41,BR,1647342887
Zambezi,-13.5432,23.1047,81.81,57,36,5.46,ZM,1647342887
Inhambane,-23.865,35.3833,85.57,65,18,12.59,MZ,1647342888
Morondava,-20.2833,44.2833,85.57,68,80,9.48,MG,1647342888
Takoradze,4.8845,-1.7554,84.13,72,100,8.72,GH,1647342888
Quelimane,-17.8786,36.8883,81.63,88,84,6.24,MZ,1647342889
Port Shepstone,-30.7414,30.455,73.71,63,43,18.59,ZA,1647342889
Dunedin,-45.8742,170.5036,51.8,85,100,1.99,NZ,1647342626
Buala,-8.145,159.5921,78.13,86,100,7.56,SB,1647342889
Pozo Colorado,-23.4923,-58.7972,65.37,55,0,4.21,PY,1647342890
Kilindoni,-7.9139,39.6668,84.24,69,72,11.25,TZ,1647342890
Camocim,-2.9022,-40.8411,78.84,86,100,6.51,BR,1647342890
Piet Retief,-27.0071,30.8132,56.86,98,100,2.17,ZA,1647342890
Tsiroanomandidy,-18.7667,46.0333,84.27,54,50,2.86,MG,1647342890
Khorixas,-20.3667,14.9667,82.58,30,7,2.35,NA,1647342891
Ribas do Rio Pardo,-20.4431,-53.7592,68.85,69,87,6.53,BR,1647342891
San Luis,-33.295,-66.3356,66.97,45,2,5.77,AR,1647342745
Vilhena,-12.7406,-60.1458,67.84,100,99,2.39,BR,1647342891
Pontes e Lacerda,-15.2261,-59.3353,69.4,90,98,2.24,BR,1647342892
Xai-Xai,-25.0519,33.6442,77.65,85,98,15.82,MZ,1647342892
Oudtshoorn,-33.5907,22.2014,68.36,37,0,2.95,ZA,1647342892
Tiarei,-17.5333,-149.3333,77.02,73,100,6.17,PF,1647342892
Flinders,-34.5833,150.8552,69.39,82,93,4.0,AU,1647342893
São Félix do Xingu,-6.6447,-51.995,70.74,99,100,1.28,BR,1647342894
Arawa,-6.2132,155.5367,77.32,89,61,1.92,PG,1647342894
Guayaramerín,-10.8368,-65.3614,71.51,100,100,1.61,BO,1647342894
Tabou,4.423,-7.3528,82.36,78,100,5.48,CI,1647342895
Menongue,-14.6585,17.691,77.23,55,99,5.88,AO,1647342895
Ngorongoro,-3.2397,35.4875,75.24,34,58,2.8,TZ,1647342895
Wote,-1.7808,37.6288,92.23,23,22,8.97,KE,1647342895
Ipiaú,-14.1372,-39.7339,75.97,89,96,0.31,BR,1647342895
Marabá,-5.3686,-49.1178,77.18,100,100,4.61,BR,1647342896
Poções,-14.5297,-40.3653,70.32,88,86,2.57,BR,1647342896
Mitsamiouli,-11.3847,43.2844,83.46,68,95,9.24,KM,1647342896
Touros,-5.1989,-35.4608,82.98,71,95,10.78,BR,1647342896
Aiquile,-18.2041,-65.1807,53.94,91,100,0.85,BO,1647342897
Katherine,-14.4667,132.2667,80.92,65,100,5.75,AU,1647342898
San Joaquin,37.9333,-121.3011,60.33,56,100,4.61,US,1647342898
San Patricio,28.017,-97.5169,64.29,66,9,9.01,US,1647342836
Moba,33.2288,105.0179,63.03,50,57,6.62,CN,1647342898
Caconda,-13.7333,15.0667,75.78,36,51,5.82,AO,1647342899
Whittlesea,-32.1759,26.8244,66.79,41,11,4.21,ZA,1647342899
Moree,-29.4667,149.85,75.22,43,75,12.66,AU,1647342787
Riachão das Neves,-11.7461,-44.91,78.71,62,98,1.68,BR,1647342900
Mahajanga,-15.7167,46.3167,89.62,70,40,5.75,MG,1647342900
Avera,33.194,-82.5271,44.11,90,77,4.97,US,1647342900
Carauari,-4.8828,-66.8958,71.8,99,88,0.25,BR,1647342900
Governador Valadares,-18.8511,-41.9494,76.33,82,1,1.66,BR,1647342900
Tapes,-30.6733,-51.3958,69.96,86,77,5.5,BR,1647342901
Coahuayana Viejo,18.7333,-103.6833,68.47,63,1,4.05,MX,1647342901
Iquitos,-3.7481,-73.2472,71.64,100,75,2.3,PE,1647342901
Werda,-25.2667,23.2833,76.96,37,0,3.58,BW,1647342901
Pau Brasil,-15.4642,-39.6511,76.41,84,79,0.6,BR,1647342902
Kuito,-12.3833,16.9333,75.9,49,64,4.0,AO,1647342902
Ambilobe,-13.2,49.05,81.79,80,100,5.57,MG,1647342902
Koungou,-12.7336,45.2042,87.51,70,75,3.44,YT,1647342902
Moerai,-22.4333,-151.3333,78.96,78,100,14.67,PF,1647342903
Sumbe,-11.2061,13.8437,82.13,69,100,7.25,AO,1647342903
Domoni,-12.2569,44.5319,85.06,72,82,4.94,KM,1647342903
Broome,42.2506,-75.833,39.54,70,99,2.57,US,1647342904
Hervey Bay,-25.2986,152.8535,75.52,74,100,16.87,AU,1647342904
Paita,-5.0892,-81.1144,74.86,77,82,5.23,PE,1647342906
Sambava,-14.2667,50.1667,82.83,76,92,7.29,MG,1647342906
Coquimbo,-29.9533,-71.3436,58.73,100,100,4.61,CL,1647342906
Mórrope,-6.5417,-80.0111,68.11,77,78,2.95,PE,1647342907
Asău,46.4333,26.4,51.96,31,72,2.17,RO,1647342907
Ariquemes,-9.9133,-63.0408,71.08,97,100,0.89,BR,1647342907
Homa Bay,-0.5273,34.4571,82.74,46,90,13.58,KE,1647342907
Plácido de Castro,-10.3353,-67.1856,71.17,99,95,1.39,BR,1647342908
Byron Bay,-28.65,153.6167,69.94,85,64,9.48,AU,1647342900
Elliot,-31.3333,27.85,60.37,59,92,4.56,ZA,1647342908
Westport,41.1415,-73.3579,44.94,73,0,4.61,US,1647342908
Galesong,-5.3166,119.3661,78.82,80,100,3.67,ID,1647342909
Ngaglik,-6.84,111.3671,79.09,85,100,2.98,ID,1647342909
Conceição do Araguaia,-8.2578,-49.2647,74.59,91,100,5.53,BR,1647342909
Manono,-7.3,27.4167,87.98,58,48,1.21,CD,1647342910
Cairns,-16.9167,145.7667,75.07,97,100,12.66,AU,1647342725
Waingapu,-9.6567,120.2641,81.81,80,74,8.57,ID,1647342910
Araguaína,-7.1911,-48.2072,74.44,89,100,4.07,BR,1647342810
Nachingwea,-10.3833,38.7667,85.24,64,84,5.23,TZ,1647342911
Bambanglipuro,-7.95,110.2833,77.49,92,100,5.93,ID,1647342911
Bundaberg,-24.85,152.35,72.21,87,40,6.91,AU,1647342911
